A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,Class
0.687804,-0.29029,-0.950546,-1.816067,-0.986428,-0.358527,-0.674501,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,0.186594,0.210883,1
0.687804,1.730854,-0.360778,-1.816067,-1.863913,-1.911143,-0.228178,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.023419,-0.197398,1
0.687804,-0.561085,1.485449,0.552716,-0.986428,-0.358527,0.008388,1.374553,1.300011,-0.089946,1.086873,0.239085,-0.373441,-0.197203,1
0.687804,1.161927,-0.668483,0.552716,0.183551,-0.358527,0.087244,1.374553,-0.970894,-0.539677,1.086873,0.239085,-0.256767,-0.198177,1
0.687804,-0.461139,1.588017,-1.816067,-0.986428,1.711628,-0.307034,-1.508248,-0.970894,-0.539677,1.086873,0.239085,-1.073483,-0.194865,1
0.687804,-1.144535,-0.471552,0.552716,0.183551,1.19409,-0.398506,-1.508248,1.300011,-0.089946,1.086873,0.239085,-0.140093,-0.083835,1
-1.449964,-0.603798,-0.617199,-1.816067,0.183551,-0.358527,-0.649267,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.303436,-0.198177,1
0.687804,0.713448,0.049494,0.552716,-1.278923,0.159012,-0.635073,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,2.135046,-0.198177,1
0.687804,1.132882,0.459767,-1.816067,0.183551,-0.358527,-0.188751,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.140093,-0.197787,1
0.687804,-0.75329,1.382881,0.552716,-1.278923,-0.358527,-0.570412,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-1.073483,-0.198177,1
0.687804,-0.981374,-0.924904,0.552716,1.061036,-0.358527,-0.661884,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,0.093254,-0.198177,1
-1.449964,0.442652,-0.009995,0.552716,-1.863913,-1.911143,-0.701312,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.140093,-0.198177,1
0.687804,-0.076729,-0.463347,0.552716,1.646025,1.711628,0.008388,-1.508248,-0.970894,-0.539677,1.086873,-3.127628,0.909971,-0.198177,1
0.687804,0.122311,-0.463347,-1.816067,0.476046,-0.358527,1.506645,-1.508248,-0.970894,-0.539677,1.086873,0.239085,0.55995,-0.198177,1
0.687804,-0.240744,-0.668483,-1.816067,0.183551,-0.358527,-0.228178,1.374553,-0.970894,-0.539677,1.086873,0.239085,-1.073483,-0.154349,1
-1.449964,0.000154,-0.25821,0.552716,-1.571418,-0.358527,0.244955,1.374553,-0.970894,-0.539677,1.086873,0.239085,0.676623,-0.198177,1
0.687804,0.506721,-0.617199,-1.816067,0.183551,0.159012,-0.622456,1.374553,-0.970894,-0.539677,1.086873,0.239085,-0.116758,-0.120261,1
0.687804,1.538648,2.921404,0.552716,-1.863913,-1.911143,-0.701312,1.374553,1.300011,-0.314812,-0.918321,0.239085,-0.525117,-0.198177,1
0.687804,0.393106,-0.89003,-1.816067,0.476046,-0.358527,-0.609839,-1.508248,-0.970894,-0.539677,1.086873,0.239085,0.729127,-0.197787,1
0.687804,1.083336,1.280313,-1.816067,-1.571418,-0.358527,-0.228178,1.374553,-0.970894,-0.539677,-0.918321,-3.127628,-1.073483,-0.198177,1
0.687804,2.663689,0.459767,0.552716,0.768541,2.229167,-0.701312,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-1.073483,-0.195839,1
0.687804,0.406774,-0.198721,0.552716,0.476046,-0.358527,-0.333845,1.374553,-0.970894,-0.539677,1.086873,0.239085,0.093254,-0.198177,1
-1.449964,-0.34069,-0.360778,0.552716,-0.108944,-0.358527,0.178716,-1.508248,1.300011,-0.314812,1.086873,0.239085,0.55995,-0.196229,1
0.687804,0.492199,-0.429499,0.552716,1.646025,-0.358527,-0.649267,-1.508248,-0.970894,-0.539677,1.086873,0.239085,-1.073483,-0.100587,1
0.687804,-0.895949,-0.13,-1.816067,-1.278923,1.711628,-0.688695,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.256767,-0.178698,1
-1.449964,-0.796003,-0.719767,-1.816067,-1.863913,-1.911143,0.323811,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,0.55995,-0.198177,1
-1.449964,0.036886,0.254631,0.552716,-1.571418,-0.358527,-0.307034,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,0.51328,-0.198177,1
0.687804,1.781254,-0.668483,0.552716,-1.571418,-0.358527,0.481522,-1.508248,-0.970894,-0.539677,1.086873,0.239085,-1.073483,-0.13,1
0.687804,-1.30855,-0.976188,-1.816067,-0.401439,-0.358527,-0.622456,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.723462,-0.198177,1
0.687804,-0.041704,-0.668483,-1.816067,0.476046,-0.358527,-0.688695,-1.508248,-0.970894,-0.539677,-0.918321,-3.127628,-0.140093,-0.198177,1
0.687804,-1.088154,-0.250005,-1.816067,-1.863913,-1.911143,-0.701312,-1.508248,-0.970894,-0.539677,1.086873,0.239085,-0.023419,-0.197982,1
-1.449964,-1.344428,0.587977,0.552716,1.061036,-0.358527,-0.661884,-1.508248,1.300011,-0.314812,1.086873,0.239085,-1.073483,-0.16701,1
0.687804,-1.037754,-0.668483,-1.816067,1.646025,-0.358527,-0.070467,1.374553,-0.970894,-0.539677,1.086873,0.239085,-0.490114,-0.194281,1
0.687804,-0.240744,-0.737204,0.552716,-0.986428,-0.358527,-0.543601,1.374553,-0.970894,-0.539677,-0.918321,-3.127628,0.55995,-0.198177,1
-1.449964,0.278637,-0.719767,-1.816067,-1.278923,1.711628,-0.543601,-1.508248,-0.970894,-0.539677,1.086873,0.239085,-0.140093,-0.198177,1
0.687804,-0.596964,1.588017,0.552716,0.476046,-0.358527,-0.425317,1.374553,-0.970894,-0.539677,1.086873,0.239085,0.443276,-0.198177,1
0.687804,0.271803,-0.463347,0.552716,1.646025,0.159012,-0.543601,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,0.956641,-0.198177,1
0.687804,-0.696056,-0.856183,0.552716,0.183551,1.711628,-0.674501,1.374553,-0.970894,-0.539677,-0.918321,0.239085,-0.023419,-0.198177,1
-1.449964,-0.112607,0.152063,0.552716,-0.986428,-0.358527,1.033511,-1.508248,-0.970894,-0.539677,1.086873,-3.127628,-0.490114,-0.198177,1
0.687804,2.307469,-0.420268,0.552716,0.183551,-0.358527,0.060433,-1.508248,-0.970894,-0.539677,1.086873,0.239085,0.793297,-0.198177,1
0.687804,2.642333,1.639302,-1.816067,0.183551,1.711628,0.8758,1.374553,-0.970894,-0.539677,-0.918321,0.239085,-0.42011,-0.198177,1
0.687804,-0.105773,-0.87362,0.552716,-1.571418,1.711628,-0.674501,-1.508248,-0.970894,-0.539677,1.086873,-3.127628,0.396606,-0.198177,1
-1.449964,-1.165891,1.118255,0.552716,-1.863913,-1.911143,-0.701312,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-1.073483,-0.188437,1
0.687804,-0.774647,-0.950546,-1.816067,-0.986428,-0.358527,-0.661884,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,0.093254,-0.184541,1
0.687804,-0.802837,1.511091,0.552716,0.183551,-0.358527,0.350622,-1.508248,1.300011,-0.089946,1.086873,0.239085,-0.023419,-0.164478,1
-1.449964,-0.689222,-0.668483,0.552716,0.476046,-0.358527,-0.425317,-1.508248,-0.970894,-0.539677,1.086873,0.239085,-0.140093,-0.198177,1
0.687804,0.000154,-0.87362,0.552716,0.183551,0.159012,-0.437934,1.374553,-0.970894,-0.539677,1.086873,-3.127628,0.793297,-0.198177,1
0.687804,-0.738768,-0.941315,0.552716,-0.108944,-0.358527,-0.674501,-1.508248,-0.970894,-0.539677,-0.918321,-3.127628,-1.073483,-0.198177,1
0.687804,-0.682388,-0.881825,-1.816067,0.476046,-0.358527,0.126672,1.374553,1.300011,0.809515,1.086873,0.239085,0.139924,-0.130585,1
0.687804,-0.027182,-0.394626,0.552716,-1.863913,-1.911143,-0.701312,-1.508248,1.300011,0.58465,-0.918321,0.239085,-0.046754,-0.169737,1
0.687804,0.997912,4.195301,0.552716,1.061036,1.711628,-0.635073,1.374553,1.300011,-0.314812,-0.918321,0.239085,3.360121,-0.180646,1
0.687804,-0.689222,-0.326931,-1.816067,-0.986428,-0.358527,-0.570412,-1.508248,1.300011,-0.314812,1.086873,0.239085,0.55995,-0.182594,1
0.687804,-1.251315,-0.907467,-1.816067,-0.986428,-0.358527,-0.609839,-1.508248,-0.970894,-0.539677,-0.918321,-3.127628,0.093254,-0.198177,1
-1.449964,0.000154,1.331597,0.552716,-1.863913,-1.911143,-0.701312,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.000085,0.814733,1
-1.449964,-0.362046,-0.634636,0.552716,-1.863913,-1.911143,-0.701312,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,0.909971,-0.197982,1
0.687804,1.773566,-0.694125,-1.816067,0.183551,1.711628,2.282584,1.374553,-0.970894,-0.539677,1.086873,0.239085,0.093254,-0.178698,1
0.687804,-0.731934,-0.822335,0.552716,-0.108944,-0.358527,-0.543601,1.374553,-0.970894,-0.539677,1.086873,-3.127628,0.793297,-0.198177,1
0.687804,-0.048538,-0.548478,0.552716,0.183551,-0.358527,-0.674501,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,0.676623,-0.198177,1
-1.449964,-0.333002,-0.557709,0.552716,0.476046,-0.358527,-0.622456,-1.508248,-0.970894,-0.539677,1.086873,0.239085,-0.023419,-0.188437,1
0.687804,-0.539729,-0.771051,0.552716,-0.401439,-0.358527,-0.543601,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,0.093254,-0.198177,1
-1.449964,0.577623,-0.07051,0.552716,0.183551,-0.358527,-0.661884,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.140093,-0.198177,1
0.687804,0.820229,-0.702331,0.552716,-1.571418,-0.358527,-0.649267,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.093424,-0.198177,1
0.687804,-0.930973,-0.719767,-1.816067,0.183551,1.711628,-0.267606,1.374553,1.300011,0.134919,1.086873,0.239085,-0.256767,-0.157271,1
0.687804,0.628023,-0.617199,0.552716,-0.986428,-0.358527,-0.543601,-1.508248,-0.970894,-0.539677,1.086873,0.239085,0.676623,-0.197787,1
-1.449964,-1.216291,0.972608,0.552716,-0.401439,-0.358527,-0.149323,-1.508248,1.300011,1.708977,1.086873,0.239085,-1.073483,-0.196229,1
0.687804,-1.03092,0.990045,0.552716,-0.401439,-0.358527,-0.452128,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.606788,-0.13,1
-1.449964,-0.255266,-0.250005,0.552716,-1.278923,0.159012,-0.543601,1.374553,-0.970894,-0.539677,1.086873,0.239085,-0.075923,-0.198177,1
-1.449964,-0.774647,1.280313,-1.816067,1.061036,-0.358527,0.244955,1.374553,-0.970894,-0.539677,1.086873,0.239085,0.489945,-0.198177,1
0.687804,0.991078,0.049494,0.552716,-1.278923,0.159012,0.008388,-1.508248,-0.970894,-0.539677,1.086873,0.239085,-0.250933,-0.198177,1
0.687804,-0.696056,-0.771051,0.552716,0.183551,-0.358527,-0.543601,-1.508248,-0.970894,-0.539677,1.086873,-3.127628,0.55995,-0.198177,1
-1.449964,-0.924139,0.980814,0.552716,-1.278923,-0.358527,-0.688695,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,0.093254,-0.003387,1
-1.449964,-0.098085,-0.694125,0.552716,0.476046,1.711628,-0.688695,-1.508248,1.300011,0.134919,-0.918321,0.239085,-1.073483,-0.191749,1
0.687804,-0.667866,1.485449,0.552716,0.183551,-0.358527,-0.043656,-1.508248,-0.970894,-0.539677,-0.918321,-3.127628,-0.606788,-0.198177,1
-1.449964,-1.144535,1.075176,-1.816067,1.061036,1.711628,-0.649267,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,0.909971,-0.198177,1
-1.449964,-0.561085,1.280313,-1.816067,-0.401439,-0.358527,0.718089,1.374553,-0.970894,-0.539677,-0.918321,0.239085,-0.373441,-0.198177,1
-1.449964,1.4182,-0.702331,0.552716,-1.278923,1.19409,-0.595645,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-1.073483,-0.174802,1
0.687804,-0.148485,-0.557709,-1.816067,1.93852,1.711628,-0.688695,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.326771,-0.197982,1
0.687804,-0.738768,-0.326931,-1.816067,0.183551,-0.358527,-0.649267,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.140093,0.007911,1
0.687804,0.100954,-0.497194,0.552716,-1.571418,1.711628,1.112367,-1.508248,-0.970894,-0.539677,1.086873,0.239085,0.629954,-0.198177,1
0.687804,0.314516,2.408563,-1.816067,0.183551,-0.358527,0.560378,1.374553,-0.970894,-0.539677,-0.918321,0.239085,-0.606788,-0.198177,1
0.687804,-0.845549,-0.737204,-1.816067,-0.986428,-0.358527,0.087244,1.374553,1.300011,-0.314812,-0.918321,0.239085,-0.023419,-0.194281,1
0.687804,-0.162153,-0.822335,-1.816067,0.183551,-0.358527,-0.688695,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,0.326602,-0.198177,1
0.687804,-1.05911,-0.155642,-1.816067,-1.278923,-0.358527,-0.38589,-1.508248,-0.970894,-0.539677,1.086873,0.239085,1.026645,-0.003387,1
0.687804,0.570789,1.100818,-1.816067,-0.986428,-0.358527,-0.661884,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.140093,-0.198177,1
-1.449964,-0.176675,-0.753615,-1.816067,1.93852,-0.358527,-0.38589,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,0.55995,-0.195645,1
0.687804,-0.639676,0.87004,0.552716,-0.401439,-0.358527,-0.622456,-1.508248,-0.970894,-0.539677,1.086873,0.239085,-1.073483,-0.198177,1
-1.449964,0.129144,-0.642841,0.552716,-1.571418,-0.358527,-0.530984,-1.508248,-0.970894,-0.539677,1.086873,0.239085,-1.073483,-0.198177,1
0.687804,-0.596964,1.793154,-1.816067,-1.863913,-1.911143,-0.701312,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.000085,-0.198177,1
-1.449964,1.759898,-0.976188,-1.816067,-1.863913,-1.911143,-0.701312,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-1.073483,-0.198177,1
0.687804,0.058242,1.895722,-1.816067,-1.863913,-1.911143,-0.701312,-1.508248,1.300011,-0.089946,-0.918321,0.239085,-0.140093,-0.197982,1
0.687804,-1.03092,-0.916698,0.552716,-0.986428,-0.358527,-0.609839,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,0.55995,-0.127273,1
0.687804,0.820229,-0.719767,-1.816067,0.476046,-0.358527,-0.622456,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-1.073483,-0.160193,1
0.687804,0.478531,-0.155642,0.552716,0.183551,0.159012,0.8758,1.374553,-0.970894,-0.539677,1.086873,-3.127628,0.55995,-0.198177,1
0.687804,-0.817359,-0.81413,0.552716,0.476046,-0.358527,-0.609839,-1.508248,1.300011,-0.314812,-0.918321,0.239085,1.376666,-0.143051,1
0.687804,-1.194935,1.075176,0.552716,0.476046,1.711628,-0.649267,-1.508248,1.300011,-0.314812,-0.918321,0.239085,-0.373441,-0.197982,1
-1.449964,0.058242,-0.668483,0.552716,0.183551,-0.358527,-0.622456,-1.508248,-0.970894,-0.539677,1.086873,0.239085,1.096649,-0.174412,1
-1.449964,-0.255266,-0.634636,0.552716,1.061036,-0.358527,0.060433,1.374553,-0.970894,-0.539677,1.086873,0.239085,1.49334,-0.198177,1
-1.449964,-1.024086,-0.839772,-1.816067,0.183551,-0.358527,-0.38589,-1.508248,1.300011,-0.314812,-0.918321,0.239085,10.593896,-0.197787,1
-1.449964,-0.2621,-0.771051,0.552716,1.061036,-0.358527,-0.38589,1.374553,1.300011,-0.089946,1.086873,0.239085,-0.099257,-0.100782,1
0.687804,-0.603798,1.759306,-1.816067,-0.401439,-0.358527,-0.688695,-1.508248,-0.970894,-0.539677,1.086873,0.239085,-0.373441,-0.105651,1
0.687804,-0.183509,-0.719767,0.552716,0.476046,-0.358527,-0.149323,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,0.093254,-0.198177,1
-1.449964,0.598979,0.049494,0.552716,1.646025,-0.358527,3.55689,1.374553,-0.970894,-0.539677,1.086873,0.239085,4.643532,-0.198177,1
0.687804,-0.760124,-0.822335,0.552716,-1.278923,-0.358527,-0.201367,-1.508248,1.300011,-0.314812,1.086873,0.239085,1.259992,-0.196424,1
0.687804,0.64938,-0.463347,-1.816067,-1.278923,1.711628,2.452912,-1.508248,-0.970894,-0.539677,1.086873,-3.127628,0.093254,-0.198177,1
0.687804,0.186379,-0.412063,0.552716,-1.278923,0.159012,-0.701312,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.023419,-0.198177,1
0.687804,0.435818,-0.565915,0.552716,-1.278923,-0.358527,-0.622456,-1.508248,-0.970894,-0.539677,1.086873,0.239085,0.215762,-0.198177,1
0.687804,-0.810525,-0.497194,0.552716,-0.986428,-0.358527,-0.464745,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.023419,-0.198177,1
-1.449964,-1.109511,1.075176,0.552716,-1.571418,-0.358527,-0.570412,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.606788,-0.189996,1
-1.449964,2.179332,-0.907467,0.552716,-1.278923,0.159012,-0.38589,1.374553,-0.970894,-0.539677,1.086873,0.239085,0.396606,0.229777,1
0.687804,-0.7251,-0.976188,0.552716,-0.986428,-0.358527,-0.38589,-1.508248,1.300011,1.933842,-0.918321,-3.127628,-1.073483,-0.198177,1
0.687804,-0.888261,-0.796693,-1.816067,0.183551,1.711628,-0.622456,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,0.55995,-0.15844,1
0.687804,1.987127,2.203427,0.552716,0.768541,2.229167,-0.701312,1.374553,1.300011,3.95763,-0.918321,0.239085,-0.186763,-0.172854,1
-1.449964,0.641691,-0.155642,0.552716,0.183551,-0.358527,0.244955,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,1.726688,-0.198177,1
0.687804,-0.988208,0.459767,0.552716,0.183551,-0.358527,-0.543601,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-1.073483,-0.198177,1
0.687804,0.684404,0.049494,0.552716,-1.863913,-1.911143,-0.701312,-1.508248,1.300011,-0.089946,-0.918321,0.239085,-0.974311,-0.197982,1
-1.449964,-1.05911,-0.856183,-1.816067,-0.401439,-0.358527,-0.51679,1.374553,-0.970894,-0.539677,1.086873,0.239085,-0.140093,-0.198177,1
0.687804,0.000154,-0.360778,-1.816067,-1.278923,0.159012,1.506645,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-1.073483,-0.197982,1
0.687804,-0.682388,-0.804899,0.552716,-1.278923,1.711628,-0.674501,-1.508248,-0.970894,-0.539677,1.086873,0.239085,0.209928,-0.197203,1
-1.449964,-0.838715,1.434165,0.552716,0.183551,-0.358527,-0.622456,-1.508248,-0.970894,-0.539677,1.086873,0.239085,-0.023419,-0.198177,1
0.687804,-0.525207,-0.865414,0.552716,0.476046,-0.358527,-0.649267,-1.508248,1.300011,-0.314812,-0.918321,0.239085,0.51328,-0.11169,1
-1.449964,-1.187247,-0.976188,-1.816067,-0.693933,-1.911143,-0.701312,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.571786,-0.198177,1
-1.449964,-0.760124,0.459767,0.552716,0.183551,-0.358527,-0.649267,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.140093,-0.198177,1
0.687804,-0.596964,-0.719767,0.552716,0.183551,-0.358527,-0.622456,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.431778,-0.198177,1
-1.449964,-0.75329,0.288478,0.552716,-0.401439,-0.358527,-0.649267,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,0.209928,-0.003387,1
-1.449964,-1.137701,1.075176,0.552716,0.476046,-0.358527,-0.38589,-1.508248,1.300011,-0.314812,-0.918321,0.239085,-0.373441,-0.197982,1
0.687804,-1.073632,-0.617199,-1.816067,0.183551,-0.358527,0.035199,-1.508248,-0.970894,-0.539677,1.086873,0.239085,-0.42011,-0.197008,1
0.687804,-0.582441,-0.865414,0.552716,-0.108944,-0.358527,-0.38589,-1.508248,-0.970894,-0.539677,1.086873,0.239085,-0.373441,-0.197982,1
-1.449964,-1.03092,-0.94234,0.552716,1.061036,-0.358527,-0.688695,-1.508248,-0.970894,-0.539677,1.086873,0.239085,1.143319,-0.198177,1
0.687804,-0.988208,-0.719767,-1.816067,-0.986428,-0.358527,-0.661884,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.256767,-0.197398,1
-1.449964,-1.351262,-0.899262,0.552716,0.183551,-0.358527,-0.38589,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.373441,-0.194671,1
0.687804,3.859632,3.596303,0.552716,0.768541,2.229167,3.320324,1.374553,1.300011,-0.314812,1.086873,0.239085,-1.073483,-0.176945,2
-1.449964,-1.094988,0.562335,0.552716,1.061036,-0.358527,0.153483,1.374553,1.300011,0.58465,-0.918321,0.239085,-0.000085,5.007788,2
0.687804,0.869775,-0.779257,0.552716,1.93852,-0.358527,0.087244,1.374553,-0.970894,-0.539677,-0.918321,0.239085,1.901698,-0.081303,2
0.687804,0.891131,1.032098,0.552716,1.93852,1.711628,1.80945,1.374553,1.300011,1.259246,-0.918321,0.239085,-1.073483,-0.198177,2
0.687804,1.531815,0.579772,0.552716,-1.278923,0.159012,1.691167,1.374553,1.300011,2.833304,1.086873,0.239085,-1.073483,0.775775,2
-1.449964,-0.546563,-0.386421,0.552716,1.93852,1.711628,-0.425317,1.374553,-0.970894,-0.539677,-0.918321,0.239085,1.026645,-0.198177,2
0.687804,-0.653344,-0.839772,0.552716,0.183551,-0.358527,-0.649267,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,-0.490114,-0.198177,2
0.687804,0.030052,-0.061279,0.552716,1.646025,1.711628,1.203839,1.374553,1.300011,0.134919,-0.918321,0.239085,0.740794,-0.13974,2
0.687804,-1.323072,-0.822335,0.552716,0.183551,-0.358527,-0.149323,1.374553,1.300011,0.58465,1.086873,0.239085,0.979975,-0.063772,2
-1.449964,-0.561085,-0.796693,0.552716,1.93852,1.711628,-0.373273,1.374553,-0.970894,-0.539677,1.086873,0.239085,-0.140093,0.943294,2
0.687804,-0.546563,-0.25821,0.552716,1.646025,-0.358527,-0.504173,1.374553,1.300011,1.034381,-0.918321,0.239085,-1.073483,1.176848,2
0.687804,1.709497,2.100859,0.552716,0.183551,-0.358527,1.979778,1.374553,1.300011,1.484111,-0.918321,0.239085,-1.073483,-0.198177,2
-1.449964,-0.247577,-0.762846,0.552716,0.183551,-0.358527,0.087244,1.374553,1.300011,0.58465,1.086873,0.239085,0.676623,0.080373,2
-1.449964,-0.881427,-0.497194,0.552716,-1.278923,0.159012,-0.543601,1.374553,1.300011,0.359785,-0.918321,-3.127628,-0.606788,-0.198177,2
0.687804,0.243613,-0.104358,0.552716,-1.278923,0.159012,0.323811,1.374553,1.300011,-0.089946,-0.918321,0.239085,0.524948,-0.079355,2
0.687804,1.4182,0.587977,0.552716,0.476046,1.711628,4.187735,1.374553,1.300011,2.158707,-0.918321,0.239085,-1.073483,-0.044292,2
0.687804,2.151142,1.536733,0.552716,-0.108944,-0.358527,-0.307034,1.374553,1.300011,0.359785,1.086873,0.239085,0.093254,-0.198177,2
-1.449964,1.076502,0.391046,0.552716,1.061036,-0.358527,1.624928,1.374553,1.300011,0.134919,1.086873,0.239085,-1.073483,-0.198177,2
0.687804,-0.575608,-0.412063,0.552716,0.183551,-0.358527,0.008388,1.374553,1.300011,0.809515,-0.918321,0.239085,-0.000085,-0.081303,2
-1.449964,1.339609,-0.822335,0.552716,1.061036,1.711628,0.1661,1.374553,1.300011,-0.314812,-0.918321,0.239085,0.869135,-0.024424,2
0.687804,-1.159057,-0.94234,0.552716,1.061036,1.19409,-0.635073,-1.508248,-0.970894,-0.539677,-0.918321,0.239085,0.093254,-0.190385,2
0.687804,0.656214,0.972608,0.552716,-0.108944,-0.358527,1.348934,1.374553,1.300011,2.608438,-0.918321,0.239085,0.326602,0.699222,2
-1.449964,-1.194935,0.87004,0.552716,-0.401439,-0.358527,-0.267606,1.374553,-0.970894,-0.539677,1.086873,0.239085,-1.073483,-0.198177,2
0.687804,0.04372,-0.155642,0.552716,-0.108944,-0.358527,0.087244,1.374553,-0.970894,-0.539677,1.086873,0.239085,1.026645,-0.198177,2
0.687804,-0.653344,-0.668483,0.552716,-1.571418,1.711628,-0.109895,1.374553,1.300011,0.809515,-0.918321,0.239085,0.093254,-0.13448,2
-1.449964,2.777304,-0.94234,0.552716,-1.863913,-1.911143,-0.701312,1.374553,1.300011,-0.314812,-0.918321,0.239085,0.279933,-0.178698,2
0.687804,-0.717412,-0.976188,0.552716,0.183551,-0.358527,-0.701312,-1.508248,-0.970894,-0.539677,-0.918321,3.605799,-0.000085,-0.198177,2
-1.449964,-0.930973,-0.599762,0.552716,1.061036,-0.358527,-0.043656,1.374553,1.300011,0.58465,-0.918321,0.239085,0.209928,0.289383,2
0.687804,3.090811,0.152063,0.552716,0.768541,2.229167,3.399179,1.374553,1.300011,-0.314812,1.086873,0.239085,-1.073483,-0.198177,2
